,Unnamed: 0,CVE_DOC,CVE_CLPV,STATUS,CVE_VEND,FECHAELAB,FECHA_DOC,FECHA_ENT,FECHA_VEN,FECHA_CANCELA,CAN_TOT,DES_TOT,DES_FIN
4257,4257,F33673,5739.0,E,4.0,2020-12-09 10:55:00.573,2020-12-09,2020-12-02 00:00:00,2021-02-07,,8500.0,0.0,0.0
4269,4269,F33685,5926.0,E,4.0,2020-12-09 16:19:31.847,2020-12-09,2020-12-07 00:00:00,2020-12-09,,1335.0,0.0,0.0
4270,4270,F33686,6349.0,E,4.0,2020-12-09 16:27:56.887,2020-12-09,2020-12-07 00:00:00,2020-12-09,,8250.0,0.0,0.0
4277,4277,F33693,5728.0,E,4.0,2020-12-10 14:08:40.293,2020-12-10,2020-12-08 00:00:00,2020-12-18,,7830.4000000000015,0.0,0.0
4282,4282,F33698,8230.0,E,4.0,2020-12-10 18:01:00.897,2020-12-10,2020-11-27 00:00:00,2020-12-10,,4060.000000000001,0.0,0.0
4286,4286,F33702,644.0,E,4.0,2020-12-11 08:58:29.903,2020-12-11,2020-12-21 00:00:00,2021-02-09,,71346.0,0.0,0.0
4287,4287,F33703,8240.0,E,4.0,2020-12-11 09:21:12.477,2020-12-11,2020-12-08 00:00:00,2020-12-11,,1700.0000000000002,0.0,0.0
4290,4290,F33706,8245.0,E,4.0,2020-12-11 12:02:24.663,2020-12-11,2020-12-07 00:00:00,2020-12-11,,4822.5,0.0,0.0
4291,4291,F33707,8228.0,E,4.0,2020-12-11 12:22:46.133,2020-12-11,2020-11-26 00:00:00,2020-12-11,,3000.0000000000005,0.0,0.0
4304,4304,F33720,4605.0,E,4.0,2020-12-14 16:09:22.667,2020-12-14,2020-12-11 00:00:00,2020-12-14,,1500.0,0.0,0.0
4318,4318,F33734,4598.0,E,4.0,2020-12-15 16:24:45.967,2020-12-15,2020-12-15 00:00:00,2021-01-14,,17703.600000000002,0.0,0.0
4326,4326,F33742,5926.0,E,4.0,2020-12-16 12:26:40.780,2020-12-16,2020-12-09 00:00:00,2020-12-16,,1650.0000000000002,0.0,0.0
4334,4334,F33750,4581.0,E,4.0,2020-12-16 16:31:02.310,2020-12-16,2020-12-10 00:00:00,2020-12-16,,1640.0000000000002,0.0,0.0
4346,4346,F33762,644.0,E,4.0,2020-12-18 09:49:33.437,2020-12-18,2020-12-15 00:00:00,2021-02-16,,10960.0,0.0,0.0
4352,4352,F33768,1016.0,E,4.0,2020-12-18 14:27:34.763,2020-12-18,2020-12-15 00:00:00,2021-01-17,,1738.0000000000002,0.0,0.0
4361,4361,F33777,169.0,E,4.0,2020-12-21 11:33:17.557,2020-12-21,2020-12-09 00:00:00,2020-12-21,,600.0,0.0,0.0
4374,4374,F33790,4607.0,E,4.0,2020-12-22 13:41:58.967,2020-12-22,2020-12-22 00:00:00,2021-01-06,,4620.000000000001,0.0,0.0
4376,4376,F33792,1802.0,E,4.0,2020-12-30 14:11:35.693,2020-12-30,2020-12-30 00:00:00,2020-12-30,,24137.931,0.0,0.0
4384,4384,F33800,6297.0,E,4.0,2020-12-31 12:02:06.833,2020-12-31,2020-12-31 00:00:00,2020-12-31,,1360.0,0.0,0.0
4386,4386,F33802,8251.0,E,4.0,2020-12-31 18:05:34.510,2020-12-31,2020-12-31 00:00:00,2020-12-31,,11138.1,0.0,0.0
4388,4388,F33804,1586.0,C,4.0,2021-01-05 08:38:54.680,2021-01-05,2020-12-09 00:00:00,2021-01-05,2021-01-07,3712.7,0.0,0.0
4401,4401,F33817,466.0,E,4.0,2021-01-05 11:12:27.460,2021-01-05,2020-12-17 00:00:00,2021-01-05,,3527.6000000000004,0.0,0.0
4424,4424,F33840,8251.0,E,4.0,2021-01-07 12:13:19.420,2021-01-07,2021-01-07 00:00:00,2021-01-07,,3712.7,0.0,0.0
4440,4440,F33856,269.0,E,4.0,2021-01-08 15:08:31.320,2021-01-08,2021-01-05 00:00:00,2021-02-07,,7500.000000000001,0.0,0.0
4443,4443,F33859,3930.0,E,4.0,2021-01-11 09:03:09.563,2021-01-11,2021-01-04 00:00:00,2021-02-10,,28305.0,0.0,0.0
4457,4457,F33873,3346.0,E,4.0,2021-01-12 10:39:21.257,2021-01-12,2021-01-04 00:00:00,2021-02-11,,10504.8,0.0,0.0
4460,4460,F33876,5728.0,E,4.0,2021-01-12 12:09:12.863,2021-01-12,2020-12-17 00:00:00,2021-01-20,,20930.4,0.0,0.0
4466,4466,F33882,644.0,E,4.0,2021-01-12 16:54:17.787,2021-01-12,2021-01-08 00:00:00,2021-03-13,,35673.0,0.0,0.0
4469,4469,F33885,161.0,E,4.0,2021-01-13 09:34:19.913,2021-01-13,2021-01-12 00:00:00,2021-01-13,,1500.0000000000002,0.0,0.0
4484,4484,F33900,4733.0,E,4.0,2021-01-14 14:53:51.123,2021-01-14,2021-01-14 00:00:00,2021-01-29,,70.0,0.0,0.0
4488,4488,F33904,644.0,E,4.0,2021-01-15 09:56:52.107,2021-01-15,2021-01-08 00:00:00,2021-03-16,,35673.0,0.0,0.0
4500,4500,F33916,3916.0,E,4.0,2021-01-18 11:21:05.763,2021-01-18,2021-01-05 00:00:00,2021-02-02,,2678.5,0.0,0.0
4507,4507,F33923,4598.0,E,4.0,2021-01-18 14:33:24.913,2021-01-18,2021-01-11 00:00:00,2021-02-17,,12755.8,0.0,0.0
4512,4512,F33928,8232.0,C,4.0,2021-01-19 11:29:46.983,2021-01-19,2021-01-06 00:00:00,2021-02-18,2021-01-19,1600.0000000000002,0.0,0.0
4515,4515,F33931,5739.0,E,4.0,2021-01-19 13:11:21.783,2021-01-19,2020-12-03 00:00:00,2021-01-19,,33938.0,0.0,0.0
4516,4516,F33932,5739.0,E,4.0,2021-01-19 13:16:33.243,2021-01-19,2020-12-03 00:00:00,2021-01-19,,24992.4,0.0,0.0
4519,4519,F33935,6297.0,E,4.0,2021-01-19 14:08:28.663,2021-01-19,2021-01-09 00:00:00,2021-01-19,,1360.0,0.0,0.0
4522,4522,F33938,1150.0,E,4.0,2021-01-19 16:31:39.290,2021-01-19,2021-01-11 00:00:00,2021-01-19,,1720.0000000000002,0.0,0.0
4535,4535,F33951,4598.0,E,4.0,2021-01-21 09:23:18.817,2021-01-21,2021-01-11 00:00:00,2021-02-20,,15141.000000000002,0.0,0.0
4553,4553,F33969,255.0,E,4.0,2021-01-22 16:53:31.733,2021-01-22,2021-01-22 00:00:00,2021-01-22,,2845.0,0.0,0.0
4561,4561,F33977,5271.0,E,4.0,2021-01-25 12:39:01.967,2021-01-25,2020-12-23 00:00:00,2021-02-24,,3800.000000000001,0.0,0.0
4591,4591,F34007,466.0,E,4.0,2021-01-27 15:11:34.817,2021-01-27,2021-01-18 00:00:00,2021-01-27,,5465.200000000001,0.0,0.0
4598,4598,F34014,4435.0,E,4.0,2021-01-27 16:56:03.277,2021-01-27,2021-01-19 00:00:00,2021-01-27,,147420.0,0.0,0.0
4599,4599,F34015,4435.0,E,4.0,2021-01-27 16:59:14.123,2021-01-27,2021-01-25 00:00:00,2021-01-27,,32175.000000000004,0.0,0.0
4621,4621,F34037,4598.0,E,4.0,2021-01-29 08:54:07.220,2021-01-29,2021-01-22 00:00:00,2021-02-28,,17703.600000000002,0.0,0.0
4624,4624,F34040,466.0,E,4.0,2021-01-29 10:17:24.057,2021-01-29,2021-01-26 00:00:00,2021-01-29,,5880.0,0.0,0.0
4625,4625,F34041,466.0,E,4.0,2021-01-29 10:20:05.240,2021-01-29,2021-01-26 00:00:00,2021-01-29,,10067.9,0.0,0.0
4673,4673,F34089,4486.0,E,4.0,2021-02-03 09:50:31.143,2021-02-03,2021-02-03 00:00:00,2021-02-03,,1086.0,0.0,0.0
4674,4674,F34090,4486.0,E,4.0,2021-02-03 09:57:21.997,2021-02-03,2021-02-03 00:00:00,2021-02-03,,1350.0,0.0,0.0
4677,4677,F34093,466.0,E,4.0,2021-02-03 11:35:11.073,2021-02-03,2021-01-28 00:00:00,2021-02-03,,1825.0,0.0,0.0
4686,4686,F34102,8215.0,E,4.0,2021-02-04 10:41:52.713,2021-02-04,2021-02-04 00:00:00,2021-02-04,,3200.0000000000005,0.0,0.0
4688,4688,F34104,4598.0,E,4.0,2021-02-04 10:54:53.727,2021-02-04,2021-01-22 00:00:00,2021-03-06,,9159.75,0.0,0.0
4689,4689,F34105,2244.0,E,4.0,2021-02-04 11:00:59.193,2021-02-04,2021-01-28 00:00:00,2021-03-06,,9438.8,0.0,0.0
4695,4695,F34111,5728.0,E,4.0,2021-02-04 14:22:42.163,2021-02-04,2021-01-28 00:00:00,2021-02-12,,3427.2000000000003,0.0,0.0
4703,4703,F34119,5728.0,E,4.0,2021-02-05 08:46:04.813,2021-02-05,2021-01-29 00:00:00,2021-02-13,,4114.0,0.0,0.0
4709,4709,F34125,6198.0,E,4.0,2021-02-05 14:38:34.933,2021-02-05,2021-02-05 00:00:00,2021-02-05,,8620.689600000002,0.0,0.0
4711,4711,F34127,3916.0,E,4.0,2021-02-05 15:01:38.710,2021-02-05,2021-01-14 00:00:00,2021-02-20,,2500.0,0.0,0.0
4752,4752,F34168,644.0,E,4.0,2021-02-10 16:29:15.753,2021-02-10,2021-02-09 00:00:00,2021-04-11,,19489.800000000003,0.0,0.0
4755,4755,F34171,1053.0,E,4.0,2021-02-11 12:22:36.750,2021-02-11,2021-02-09 00:00:00,2021-05-12,,13065.0,0.0,0.0
4757,4757,F34173,5728.0,E,4.0,2021-02-11 12:54:02.213,2021-02-11,2021-02-11 00:00:00,2021-02-19,,8568.0,0.0,0.0
4769,4769,F34185,6198.0,E,4.0,2021-02-12 13:45:34.743,2021-02-12,2021-02-12 00:00:00,2021-02-12,,17800.0,0.0,0.0
4772,4772,F34188,644.0,E,4.0,2021-02-12 14:04:15.870,2021-02-12,2021-02-09 00:00:00,2021-04-13,,19489.800000000003,0.0,0.0
4778,4778,F34194,3926.0,E,4.0,2021-02-12 16:11:00.693,2021-02-12,2021-02-12 00:00:00,2021-03-14,,2682.9,0.0,0.0
4782,4782,F34198,3916.0,E,4.0,2021-02-15 12:42:08.270,2021-02-15,2021-02-15 00:00:00,2021-03-02,,2500.0,0.0,0.0
4793,4793,F34209,8215.0,E,4.0,2021-02-16 11:06:34.943,2021-02-16,2021-02-12 00:00:00,2021-02-16,,3200.0000000000005,0.0,0.0
4796,4796,F34212,4607.0,E,4.0,2021-02-16 11:42:11.147,2021-02-16,2021-02-16 00:00:00,2021-03-03,,300.0,0.0,0.0
4859,4859,F34275,644.0,E,4.0,2021-02-19 16:22:54.720,2021-02-19,2021-02-22 00:00:00,2021-04-20,,38979.600000000006,0.0,0.0
4861,4861,F34277,2503.0,E,4.0,2021-02-19 17:50:36.953,2021-02-19,2021-02-17 00:00:00,2021-02-19,,2950.0,0.0,0.0
4862,4862,F34278,3916.0,E,4.0,2021-02-22 09:16:08.790,2021-02-22,2021-02-12 00:00:00,2021-03-09,,1900.0,0.0,0.0
4890,4890,F34306,2503.0,E,4.0,2021-02-23 14:49:32.720,2021-02-23,2021-02-19 00:00:00,2021-02-23,,4500.0,0.0,0.0
4902,4902,F34318,3916.0,E,4.0,2021-02-24 09:47:45.763,2021-02-24,2021-02-18 00:00:00,2021-03-11,,2678.5,0.0,0.0
4903,4903,F34319,3916.0,E,4.0,2021-02-24 09:49:25.133,2021-02-24,2021-02-15 00:00:00,2021-03-11,,2500.0,0.0,0.0
4904,4904,F34320,161.0,E,4.0,2021-02-24 09:50:41.747,2021-02-24,2021-02-18 00:00:00,2021-03-26,,1054.0,0.0,0.0
4919,4919,F34335,466.0,E,4.0,2021-02-25 09:27:08.327,2021-02-25,2021-02-17 00:00:00,2021-04-26,,5962.0,0.0,0.0
4940,4940,F34356,49.0,E,4.0,2021-02-26 09:11:41.640,2021-02-26,2021-02-25 00:00:00,2021-03-13,,9200.0,0.0,0.0
4943,4943,F34359,644.0,E,4.0,2021-02-26 10:59:39.397,2021-02-26,2021-02-22 00:00:00,2021-04-27,,19489.800000000003,0.0,0.0
4966,4966,F34382,6490.0,E,4.0,2021-03-01 13:01:43.070,2021-03-01,2021-03-01 00:00:00,2021-03-01,,7200.000000000001,0.0,0.0
5004,5004,F34420,4598.0,E,4.0,2021-03-04 09:49:02.163,2021-03-04,2021-02-24 00:00:00,2021-04-03,,11190.0,0.0,0.0
5006,5006,F34422,466.0,E,4.0,2021-03-04 10:49:05.723,2021-03-04,2021-02-26 00:00:00,2021-05-03,,5880.000000000001,0.0,0.0
5028,5028,F34444,3930.0,E,4.0,2021-03-08 09:28:02.637,2021-03-08,2021-03-02 00:00:00,2021-04-07,,28305.0,0.0,0.0
5045,5045,F34461,3926.0,E,4.0,2021-03-09 09:11:22.310,2021-03-09,2021-03-05 00:00:00,2021-04-08,,39600.0,0.0,0.0
5072,5072,F34488,4733.0,E,4.0,2021-03-10 12:40:23.170,2021-03-10,2021-03-04 00:00:00,2021-03-25,,1500.0000000000002,0.0,0.0
5090,5090,F34506,8215.0,E,4.0,2021-03-11 17:04:48.913,2021-03-11,2021-03-11 00:00:00,2021-03-14,,7000.000000000001,0.0,0.0
5108,5108,F34524,5728.0,E,4.0,2021-03-16 11:49:20.073,2021-03-16,2021-02-26 00:00:00,2021-03-24,,13600.000000000002,0.0,0.0
5112,5112,F34528,6490.0,E,4.0,2021-03-16 14:09:13.737,2021-03-16,2021-03-05 00:00:00,2021-03-16,,7200.000000000001,0.0,0.0
5127,5127,F34543,3598.0,E,4.0,2021-03-17 17:43:11.307,2021-03-17,2021-02-18 00:00:00,2021-04-16,,16529.510000000002,1396.0800000000004,0.0
5129,5129,F34545,2503.0,E,4.0,2021-03-18 08:17:29.910,2021-03-18,2021-03-17 00:00:00,2021-03-18,,7050.0,0.0,0.0
5136,5136,F34552,4486.0,E,4.0,2021-03-18 11:39:53.953,2021-03-18,2021-03-18 00:00:00,2021-03-18,,3967.5,0.0,0.0
5150,5150,F34566,3503.0,E,4.0,2021-03-19 12:50:32.737,2021-03-19,2021-03-19 00:00:00,2021-03-19,,137.93,0.0,0.0
5153,5153,F34569,644.0,E,4.0,2021-03-19 15:00:57.283,2021-03-19,2021-03-19 00:00:00,2021-03-19,,38979.600000000006,0.0,0.0
5160,5160,F34576,466.0,E,4.0,2021-03-22 12:05:18.667,2021-03-22,2021-03-10 00:00:00,2021-05-21,,3893.5,0.0,0.0
5171,5171,F34587,466.0,E,4.0,2021-03-22 17:53:47.247,2021-03-22,2021-03-12 00:00:00,2021-05-21,,6700.0,0.0,0.0
5172,5172,F34588,49.0,E,4.0,2021-03-23 08:19:20.090,2021-03-23,2021-03-23 00:00:00,2021-04-07,,275.0,0.0,0.0
5181,5181,F34597,5728.0,E,4.0,2021-03-23 12:29:43.823,2021-03-23,2021-03-17 00:00:00,2021-03-31,,22440.000000000004,0.0,0.0
5184,5184,F34600,8215.0,E,4.0,2021-03-23 13:14:59.670,2021-03-23,2021-03-19 00:00:00,2021-03-26,,4800.0,0.0,0.0
5192,5192,F34608,466.0,E,4.0,2021-03-24 11:09:51.927,2021-03-24,2021-03-16 00:00:00,2021-05-23,,6227.1,0.0,0.0
5193,5193,F34609,644.0,E,4.0,2021-03-24 11:16:48.157,2021-03-24,2021-03-18 00:00:00,2021-05-23,,14875.000000000002,0.0,0.0
5196,5196,F34612,466.0,E,4.0,2021-03-24 12:45:38.397,2021-03-24,2021-03-23 00:00:00,2021-05-23,,2940.0000000000005,0.0,0.0
5228,5228,F34644,644.0,E,4.0,2021-03-29 09:21:15.817,2021-03-29,2021-03-25 00:00:00,2021-05-28,,2600.0,0.0,0.0
5229,5229,F34645,466.0,E,4.0,2021-03-29 10:55:08.467,2021-03-29,2021-03-25 00:00:00,2021-05-28,,2068.5,0.0,0.0
5233,5233,F34649,644.0,E,4.0,2021-03-29 12:00:33.893,2021-03-29,2021-03-29 00:00:00,2021-05-28,,4070.000000000001,0.0,0.0
5234,5234,F34650,644.0,E,4.0,2021-03-29 12:07:59.763,2021-03-29,2021-03-30 00:00:00,2021-05-28,,19489.800000000003,0.0,0.0
5237,5237,F34653,466.0,E,4.0,2021-03-29 15:14:06.840,2021-03-29,2021-03-23 00:00:00,2021-05-28,,1825.0,0.0,0.0
5239,5239,F34655,644.0,E,4.0,2021-03-30 10:32:31.907,2021-03-30,2021-03-29 00:00:00,2021-05-29,,13050.0,0.0,0.0
5250,5250,F34666,5728.0,E,4.0,2021-03-31 09:01:07.897,2021-03-31,2021-03-31 00:00:00,2021-04-08,,3550.0000000000005,0.0,0.0
5264,5264,F34680,2510.0,,4.0,2021-03-31 14:26:26.480,2021-03-31,2021-03-25 00:00:00,2021-03-31,,9600.0,0.0,0.0
5268,5268,F34684,644.0,,4.0,2021-03-31 15:24:13.417,2021-03-31,2021-03-30 00:00:00,2021-05-30,,38979.600000000006,0.0,0.0
5299,5299,F34715,466.0,E,4.0,2021-04-07 10:14:36.053,2021-04-07,2021-03-24 00:00:00,2021-06-06,,17160.0,0.0,0.0
5300,5300,F34716,466.0,E,4.0,2021-04-07 10:35:42.940,2021-04-07,2021-03-25 00:00:00,2021-06-06,,5880.000000000001,0.0,0.0
5305,5305,F34721,5728.0,E,4.0,2021-04-08 08:37:35.330,2021-04-08,2021-03-31 00:00:00,2021-04-16,,3884.5,0.0,0.0
5306,5306,F34722,5728.0,E,4.0,2021-04-08 08:41:37.413,2021-04-08,2021-03-31 00:00:00,2021-04-16,,8466.0,0.0,0.0
5338,5338,F34754,8215.0,E,4.0,2021-04-12 12:58:02.017,2021-04-12,2021-04-12 00:00:00,2021-04-12,,220.00000000000003,0.0,0.0
5352,5352,F34768,161.0,E,4.0,2021-04-13 12:59:54.177,2021-04-13,2021-04-09 00:00:00,2021-05-13,,1230.0,0.0,0.0
5363,5363,F34779,5728.0,E,4.0,2021-04-14 10:02:08.423,2021-04-14,2021-04-07 00:00:00,2021-04-22,,29376.000000000004,0.0,0.0
5365,5365,F34781,6187.0,E,4.0,2021-04-14 11:36:34.120,2021-04-14,2021-04-07 00:00:00,2021-04-14,,400.00000000000006,0.0,0.0
5384,5384,F34800,5728.0,E,4.0,2021-04-15 14:57:56.360,2021-04-15,2021-04-07 00:00:00,2021-04-23,,26086.95,0.0,0.0
5399,5399,F34815,161.0,E,4.0,2021-04-19 15:05:04.743,2021-04-19,2021-04-19 00:00:00,2021-05-19,,1211.0725000000002,0.0,0.0
5409,5409,F34825,5728.0,E,4.0,2021-04-20 10:09:28.390,2021-04-20,2021-04-07 00:00:00,2021-04-28,,30064.500000000004,0.0,0.0
5424,5424,F34840,4733.0,E,4.0,2021-04-21 09:04:43.973,2021-04-21,2021-04-21 00:00:00,2021-05-06,,910.636,0.0,0.0
5425,5425,F34841,4733.0,C,4.0,2021-04-21 09:07:54.123,2021-04-21,2021-04-21 00:00:00,2021-05-06,2021-04-23,1090.6,0.0,0.0
5439,5439,F34855,5728.0,E,4.0,2021-04-21 15:31:35.857,2021-04-21,2021-04-07 00:00:00,2021-04-29,,66708.0,0.0,0.0
5440,5440,F34856,5728.0,E,4.0,2021-04-21 15:33:43.050,2021-04-21,2021-03-29 00:00:00,2021-04-29,,7395.000000000001,0.0,0.0
5445,5445,F34861,2687.0,E,4.0,2021-04-22 12:28:41.137,2021-04-22,2021-04-20 00:00:00,2021-05-22,,2023.44,0.0,0.0
5492,5492,F34908,3722.0,E,4.0,2021-04-28 09:15:36.487,2021-04-28,2021-04-28 00:00:00,2021-04-28,,495.00000000000006,0.0,0.0
5495,5495,F34911,4435.0,E,4.0,2021-04-28 10:09:38.160,2021-04-28,2021-04-15 00:00:00,2021-04-28,,14754.4,0.0,0.0
5547,5547,F34963,5561.0,E,4.0,2021-05-04 13:11:24.457,2021-05-04,2021-05-04 00:00:00,2021-05-04,,2600.0,0.0,0.0
5559,5559,F34975,161.0,E,4.0,2021-05-05 08:40:34.220,2021-05-05,2021-05-05 00:00:00,2021-06-04,,1500.0,0.0,0.0
5560,5560,F34976,161.0,E,4.0,2021-05-05 08:56:02.687,2021-05-05,2021-05-03 00:00:00,2021-06-04,,1230.0,0.0,0.0
5562,5562,F34978,2046.0,E,4.0,2021-05-05 09:30:42.863,2021-05-05,2021-04-19 00:00:00,2021-06-04,,41600.0,0.0,0.0
5569,5569,F34985,5854.0,E,4.0,2021-05-05 14:29:51.557,2021-05-05,2021-05-05 00:00:00,2021-05-05,,4250.0,0.0,0.0
5576,5576,F34992,4733.0,E,4.0,2021-05-06 13:41:21.260,2021-05-06,2021-05-06 00:00:00,2021-05-21,,910.636,0.0,0.0
5579,5579,F34995,5925.0,E,4.0,2021-05-06 15:19:43.233,2021-05-06,2021-05-06 00:00:00,2021-05-06,,1033.85,0.0,0.0
5602,5602,F35018,8323.0,E,4.0,2021-05-11 16:01:33.067,2021-05-11,2021-05-07 00:00:00,2021-05-11,,1200.0,0.0,0.0
5604,5604,F35020,2244.0,E,4.0,2021-05-12 08:48:06.857,2021-05-12,2021-05-05 00:00:00,2021-06-11,,9438.8,0.0,0.0
5616,5616,F35032,4486.0,E,4.0,2021-05-12 17:04:26.420,2021-05-12,2021-05-12 00:00:00,2021-05-12,,1493.2500000000002,0.0,0.0
5623,5623,F35039,3722.0,E,4.0,2021-05-13 12:58:00.270,2021-05-13,2021-05-11 00:00:00,2021-05-13,,4860.000000000001,0.0,0.0
5625,5625,F35041,3034.0,E,4.0,2021-05-13 13:24:41.113,2021-05-13,2021-05-13 00:00:00,2021-05-13,,1539.9978,0.0,0.0
5665,5665,F35081,5854.0,E,4.0,2021-05-19 08:49:54.940,2021-05-19,2021-05-05 00:00:00,2021-05-19,,8500.0,0.0,0.0
5675,5675,F35091,5819.0,E,4.0,2021-05-19 15:40:44.933,2021-05-19,2021-05-21 00:00:00,2021-05-19,,6000.0,0.0,0.0
5679,5679,F35095,3722.0,E,4.0,2021-05-19 16:13:38.297,2021-05-19,2021-05-14 00:00:00,2021-05-19,,840.0,0.0,0.0
5691,5691,F35107,161.0,E,4.0,2021-05-20 15:24:23.003,2021-05-20,2021-05-18 00:00:00,2021-06-19,,1791.0000000000002,0.0,0.0
5708,5708,F35124,161.0,E,4.0,2021-05-24 10:31:28.933,2021-05-24,2021-05-24 00:00:00,2021-06-23,,315.55,0.0,0.0
5745,5745,F35161,8215.0,E,4.0,2021-05-26 10:28:08.373,2021-05-26,2021-05-19 00:00:00,2021-05-26,,3850.0,0.0,0.0
5765,5765,F35181,3916.0,C,4.0,2021-05-28 08:49:14.497,2021-05-28,2021-05-28 00:00:00,2021-06-12,2021-05-31,2500.0,0.0,0.0
5777,5777,F35193,114.0,E,4.0,2021-05-28 15:39:37.530,2021-05-28,2021-05-21 00:00:00,2021-07-12,,5500.0,0.0,0.0
5800,5800,F35216,3916.0,E,4.0,2021-06-01 09:06:06.683,2021-06-01,2021-06-01 00:00:00,2021-06-16,,2500.0,0.0,0.0
5808,5808,F35224,3926.0,E,4.0,2021-06-02 09:25:26.777,2021-06-02,2021-05-24 00:00:00,2021-07-02,,2682.9,0.0,0.0
5812,5812,F35228,8347.0,E,4.0,2021-06-02 10:52:35.160,2021-06-02,2021-05-25 00:00:00,2021-06-02,,450.00000000000006,0.0,0.0
5821,5821,F35237,2221.0,E,4.0,2021-06-02 14:24:33.547,2021-06-02,2021-06-02 00:00:00,2021-06-02,,480.00000000000006,0.0,0.0
5854,5854,F35270,4528.0,E,4.0,2021-06-08 17:59:57.217,2021-06-08,2021-06-08 00:00:00,2021-06-08,,1200.0,0.0,0.0
5862,5862,F35278,6660.0,E,4.0,2021-06-10 10:37:07.400,2021-06-10,2021-06-10 00:00:00,2021-06-10,,3164.9092,0.0,0.0
5871,5871,F35287,3722.0,E,4.0,2021-06-10 17:16:12.880,2021-06-10,2021-06-04 00:00:00,2021-06-10,,950.0,0.0,0.0
5881,5881,F35297,4486.0,E,4.0,2021-06-11 11:40:38.637,2021-06-11,2021-06-11 00:00:00,2021-06-11,,2036.25,0.0,0.0
6018,6018,F35434,4685.0,E,4.0,2021-06-29 12:47:20.290,2021-06-29,2021-06-29 00:00:00,2021-07-29,,712.2438000000001,0.0,0.0
6078,6078,F35494,4858.0,E,4.0,2021-07-05 13:32:25.367,2021-07-05,2021-07-05 00:00:00,2021-07-05,,356.26500000000004,0.0,0.0
6193,6193,F35609,3722.0,E,4.0,2021-07-20 12:47:04.617,2021-07-20,2021-07-20 00:00:00,2021-07-20,,377.33,0.0,0.0
6204,6204,F35620,161.0,E,4.0,2021-07-21 09:48:11.333,2021-07-21,2021-07-21 00:00:00,2021-08-20,,315.55,0.0,0.0
6216,6216,F35632,6396.0,E,4.0,2021-07-21 15:55:49.987,2021-07-21,2021-07-21 00:00:00,2021-08-20,,4580.0,0.0,0.0
6306,6306,F35722,6189.0,E,4.0,2021-07-30 12:26:45.323,2021-07-30,2021-08-06 00:00:00,2021-07-30,,1250.0,0.0,0.0
6338,6338,F35754,161.0,E,4.0,2021-08-04 09:54:12.390,2021-08-04,2021-08-04 00:00:00,2021-09-03,,315.5725,0.0,0.0
6456,6456,F35872,3722.0,E,4.0,2021-08-18 11:30:33.087,2021-08-18,2021-08-27 00:00:00,2021-08-18,,7370.0,0.0,0.0
6473,6473,F35889,2244.0,E,4.0,2021-08-19 12:43:35.013,2021-08-19,2021-08-25 00:00:00,2021-09-18,,1850.0,0.0,0.0
6517,6517,F35933,9568.0,E,4.0,2021-08-24 11:29:37.593,2021-08-24,2021-08-24 00:00:00,2021-08-24,,1485.0000000000002,0.0,0.0
6550,6550,F35966,6003.0,E,4.0,2021-08-27 10:14:51.807,2021-08-27,2021-08-27 00:00:00,2021-08-30,,650.0,0.0,0.0
6600,6600,F36016,3449.0,E,4.0,2021-08-31 17:51:44.340,2021-08-31,2021-08-31 00:00:00,2021-08-31,,1328.25,0.0,0.0
6606,6606,F36022,2678.0,E,4.0,2021-08-31 18:24:21.623,2021-08-31,2021-08-31 00:00:00,2021-08-31,,2586.2068000000004,0.0,0.0
6632,6632,F36048,161.0,E,4.0,2021-09-03 11:49:36.857,2021-09-03,2021-09-09 00:00:00,2021-10-03,,1545.55,0.0,0.0
6634,6634,F36050,9574.0,E,4.0,2021-09-03 12:17:38.070,2021-09-03,2021-09-03 00:00:00,2021-09-03,,1867.2727,0.0,0.0
6639,6639,F36055,4810.0,E,4.0,2021-09-03 15:15:59.327,2021-09-03,2021-09-06 00:00:00,2021-09-18,,6698.000000000001,0.0,0.0
6644,6644,F36060,6834.0,E,4.0,2021-09-03 18:19:57.263,2021-09-03,2021-09-10 00:00:00,2021-09-03,,1278.0,0.0,0.0
6657,6657,F36073,8440.0,E,4.0,2021-09-06 13:42:57.143,2021-09-06,2021-09-06 00:00:00,2021-09-06,,296.66360000000003,0.0,0.0
6676,6676,F36092,2715.0,E,4.0,2021-09-08 12:06:32.777,2021-09-08,2021-09-08 00:00:00,2021-09-08,,290.0,0.0,0.0
6677,6677,F36093,161.0,E,4.0,2021-09-08 12:09:28.990,2021-09-08,2021-09-08 00:00:00,2021-10-08,,1500.0000000000002,0.0,0.0
6703,6703,F36119,6499.0,E,4.0,2021-09-10 12:00:08.300,2021-09-10,2021-09-10 00:00:00,2021-09-10,,1100.0,0.0,0.0
6716,6716,F36132,7033.0,E,4.0,2021-09-13 14:19:29.320,2021-09-13,2021-09-13 00:00:00,2021-09-13,,293.526,0.0,0.0
6724,6724,F36140,7033.0,E,4.0,2021-09-14 12:43:04.267,2021-09-14,2021-09-14 00:00:00,2021-09-14,,293.526,0.0,0.0
6726,6726,F36142,4486.0,E,4.0,2021-09-14 13:00:18.253,2021-09-14,2021-09-13 00:00:00,2021-09-14,,3445.5,0.0,0.0
6727,6727,F36143,3926.0,E,4.0,2021-09-14 13:48:14.880,2021-09-14,2021-09-17 00:00:00,2021-10-14,,2310.0,0.0,0.0
